scenario,prob_both_i,prob_both_j,prob_split_ij,prob_split_ji,household_size,quality_diff,distance_diff,income_medium,income_high,education_secondary,education_tertiary,prob_together,prob_split,prefer_higher_quality,quality_bin
251,0.21754937230058144,0.40428154920189135,0.1866146987826722,0.19155437971485492,2.0,-1.0402863577930097,-2.371566546167121,0.0,0.0,0.0,0.0,0.6218309215024728,0.3781690784975271,0.40428154920189135,Much Lower
252,0.5640970853771381,0.1185895644004055,0.1603889924520893,0.15692435777036717,3.0,0.8695642629839322,0.3444828912974489,1.0,0.0,1.0,0.0,0.6826866497775436,0.31731335022245644,0.5640970853771381,Higher
253,0.01539816526652665,0.8423157618695509,0.06978312088578302,0.07250295197813919,4.0,-1.5224665699080149,1.3961199687630468,1.0,0.0,1.0,0.0,0.8577139271360775,0.1422860728639222,0.8423157618695509,Much Lower
254,0.2514314244231923,0.33945900250469646,0.20578601786215656,0.20332355520995476,5.0,0.47934761929512326,2.013841544136886,0.0,0.0,0.0,1.0,0.5908904269278887,0.4091095730721113,0.2514314244231923,Higher
255,0.710635772716436,0.05146546327043552,0.1213802248537423,0.1165185391593862,4.0,1.6276854494849569,1.1071276649203938,1.0,0.0,1.0,0.0,0.7621012359868715,0.23789876401312848,0.710635772716436,Much Higher
256,0.5595103281276546,0.12275657291563909,0.15978176412853975,0.15795133482816656,3.0,0.4587864942213445,-0.9096193446275866,1.0,0.0,1.0,0.0,0.6822669010432937,0.3177330989567063,0.5595103281276546,Higher
257,0.6987578070645137,0.051767986136084014,0.12647255070188573,0.1230016560975166,4.0,1.1080493912956817,-0.5285348221527761,1.0,1.0,0.0,0.0,0.7505257932005978,0.24947420679940235,0.6987578070645137,Much Higher
258,0.9462052634067185,0.0017672882894308854,0.027335591343799683,0.024691856960050974,4.0,4.050184680971296,3.1470900596556133,0.0,0.0,1.0,0.0,0.9479725516961494,0.05202744830385066,0.9462052634067185,
259,0.9657976414483822,0.0007402599529036545,0.016850030157173797,0.016612068441540447,4.0,0.5663391147597403,-9.459167936952374,0.0,0.0,1.0,0.0,0.9665379014012858,0.03346209859871424,0.9657976414483822,Higher
260,0.011591306448241006,0.8533531415566628,0.066733327111342,0.06832222488375427,4.0,-0.9369552987140461,3.7464448395628804,1.0,0.0,1.0,0.0,0.8649444480049038,0.13505555199509628,0.8533531415566628,Lower
261,0.11896469301448259,0.5367873368221696,0.16917630150060922,0.17507166866273866,4.0,-1.3639462345785076,-2.0176408534762453,1.0,0.0,0.0,1.0,0.6557520298366522,0.34424797016334785,0.5367873368221696,Much Lower
262,0.6933266928696299,0.05600934036478114,0.1273545114921797,0.12330945527340928,4.0,1.2852442705540803,0.17750456024020833,1.0,0.0,1.0,1.0,0.749336033234411,0.250663966765589,0.6933266928696299,Much Higher
263,0.07370577390026967,0.6318282121884513,0.14525462247668897,0.14921139143459006,3.0,-1.070155712616061,-0.06349771417387906,0.0,1.0,0.0,1.0,0.705533986088721,0.294466013911279,0.6318282121884513,Much Lower
264,0.808904962866341,0.01999852463484493,0.08744374479285863,0.08365276770595548,4.0,1.7648037032689237,-0.141937051447814,0.0,0.0,0.0,1.0,0.8289034875011859,0.1710965124988141,0.808904962866341,Much Higher
265,0.9688098582239265,0.0005359457214806467,0.015865978624463217,0.01478821743012951,4.0,2.8010894375281117,-2.7839684135158747,0.0,0.0,0.0,1.0,0.9693458039454071,0.030654196054592728,0.9688098582239265,Much Higher
266,0.5645442291815059,0.10623240649682038,0.16671875480534917,0.16250460951632448,3.0,1.0194311418454718,0.6522381422738619,0.0,0.0,0.0,1.0,0.6707766356783263,0.32922336432167365,0.5645442291815059,Much Higher
267,0.012456503158888011,0.8575720638739379,0.06287869826722732,0.06709273469994675,4.0,-2.582961601810296,-1.6533033809505127,1.0,0.0,1.0,0.0,0.8700285670328259,0.12997143296717406,0.8575720638739379,Much Lower
268,0.8413179316997536,0.014702779519825487,0.0736826742393707,0.07029661454105031,2.0,1.8732252032997687,-0.33872613407532415,0.0,0.0,0.0,1.0,0.856020711219579,0.143979288780421,0.8413179316997536,Much Higher
269,0.044779532812266674,0.7239007417668814,0.11539779338889385,0.11592193203195811,4.0,-0.18044696203575414,3.7957605568802206,1.0,0.0,1.0,0.0,0.768680274579148,0.23131972542085194,0.7239007417668814,Lower
270,0.7394476629744872,0.03835812006982933,0.11181601255336986,0.11037820440231366,4.0,0.515334919341364,-2.9954256865332978,0.0,0.0,0.0,0.0,0.7778057830443165,0.22219421695568353,0.7394476629744872,Higher
271,0.07745525468560982,0.6303655860842599,0.1446942983427779,0.14748486088735263,4.0,-0.7606257979351121,0.8504191812091123,0.0,0.0,1.0,1.0,0.7078208407698696,0.2921791592301305,0.6303655860842599,Lower
272,0.5288294274567509,0.12233628062009033,0.17749186184323584,0.171342430079923,3.0,1.4040291638234021,2.2139998544281876,0.0,0.0,0.0,1.0,0.6511657080768412,0.34883429192315885,0.5288294274567509,Much Higher
273,0.03477437576420592,0.7478016658096387,0.10765329461941231,0.10977066380674304,3.0,-0.7755650677992861,2.3303146631155123,1.0,0.0,0.0,1.0,0.7825760415738446,0.21742395842615536,0.7478016658096387,Lower
274,0.16015396226759798,0.46837413314075427,0.1862599931755893,0.18521191141605844,4.0,0.2246909923251218,2.4102249764966843,1.0,0.0,0.0,1.0,0.6285280954083523,0.37147190459164775,0.16015396226759798,Higher
275,0.7357195478905707,0.041880816718886646,0.11337496839953905,0.10902466699100355,4.0,1.5579588984074122,0.5042375724535164,1.0,0.0,1.0,1.0,0.7776003646094574,0.22239963539054258,0.7357195478905707,Much Higher
276,0.8588674127179202,0.01287362435384638,0.06539027831928519,0.06286868460894807,4.0,1.5658807039301696,-1.5686679158028536,0.0,1.0,1.0,0.0,0.8717410370717666,0.12825896292823324,0.8588674127179202,Much Higher
277,0.603901906615086,0.08910548796745846,0.15249215908643426,0.1545004463310213,3.0,-0.5209780552118812,-4.684853762907883,0.0,0.0,1.0,1.0,0.6930073945825445,0.30699260541745554,0.08910548796745846,Lower
278,0.6741738305275184,0.06637887792187094,0.1321282747165713,0.12731901683403937,3.0,1.4763658568136417,1.1033978249455672,1.0,1.0,1.0,1.0,0.7405527084493894,0.25944729155061064,0.6741738305275184,Much Higher
279,0.6174700954335344,0.08077475494848797,0.15227888399870654,0.14947626561927121,5.0,0.7396684306337368,-0.8193355841279859,1.0,0.0,0.0,0.0,0.6982448503820223,0.3017551496179778,0.6174700954335344,Higher
280,0.04572306207537066,0.7321742870039807,0.10901077574361594,0.11309187517703279,2.0,-1.4634828533690476,-0.34598318482574886,1.0,0.0,1.0,0.0,0.7778973490793514,0.22210265092064874,0.7321742870039807,Much Lower
281,0.08644911044214393,0.5895964462113769,0.16215305625594195,0.16180138709053724,4.0,0.08645016766047328,3.297108743042668,0.0,0.0,0.0,1.0,0.6760455566535208,0.32395444334647916,0.08644911044214393,Higher
282,0.22155118015162564,0.3950387529567292,0.19131498898508942,0.1920950779065558,3.0,-0.16203040500166876,0.38827038322468854,0.0,0.0,1.0,1.0,0.6165899331083549,0.38341006689164525,0.3950387529567292,Lower
283,0.4072914970826654,0.2134342482469734,0.18735723252288058,0.19191702214748058,3.0,-0.9574755385037071,-4.095835518371926,1.0,0.0,1.0,0.0,0.6207257453296388,0.37927425467036113,0.2134342482469734,Lower
284,0.8208846583872225,0.018830694506498276,0.08224651007714201,0.07803813702913709,3.0,2.091401664720353,0.7908134103214728,0.0,1.0,0.0,0.0,0.8397153528937208,0.1602846471062791,0.8208846583872225,Much Higher
285,0.7046953298968,0.05335060449912429,0.12284902088908968,0.11910504471498612,4.0,1.232395597654771,-0.09453293022567104,0.0,0.0,1.0,0.0,0.7580459343959243,0.24195406560407579,0.7046953298968,Much Higher
286,0.45385764973970694,0.1840058934858034,0.1827563612772741,0.17938009549721554,2.0,0.7424928609755671,0.9685011138262101,1.0,0.0,1.0,1.0,0.6378635432255103,0.36213645677448963,0.45385764973970694,Higher
287,0.15466318569933923,0.4806889823788039,0.1814528254648857,0.18319500645697126,4.0,-0.3804856302687578,0.5593729187864925,1.0,0.0,0.0,1.0,0.6353521680781431,0.36464783192185696,0.4806889823788039,Lower
288,0.4540941104767904,0.16887522452008244,0.19015286917775012,0.18687779582537703,5.0,0.6917841391966477,0.6696458959548789,1.0,0.0,0.0,1.0,0.6229693349968728,0.37703066500312715,0.4540941104767904,Higher
289,0.713348538444352,0.04570275998511974,0.1229455302662856,0.1180031713042427,4.0,1.63375125593743,0.9339067274312276,0.0,1.0,1.0,0.0,0.7590512984294717,0.2409487015705283,0.713348538444352,Much Higher
290,0.0830547998134356,0.6088560751667335,0.15256154110680123,0.15552758391302957,3.0,-0.7667076264200736,0.6665006348585392,1.0,0.0,0.0,1.0,0.691910874980169,0.30808912501983077,0.6088560751667335,Lower
291,0.9081447402622967,0.005388817345641568,0.04413099543812039,0.04233544695394136,4.0,1.653968761860933,-2.7424991367235467,0.0,0.0,1.0,0.0,0.9135335576079383,0.08646644239206175,0.9081447402622967,Much Higher
292,0.9129274012412375,0.004827865599744499,0.042174844210004864,0.04006988894901321,4.0,2.0386606838774717,-1.6862686855960944,0.0,0.0,1.0,0.0,0.917755266840982,0.08224473315901808,0.9129274012412375,Much Higher
293,0.8644864773502322,0.010763067101539875,0.06342219660469345,0.06132825894353456,4.0,1.3368347249774906,-2.5972128749741263,1.0,0.0,0.0,0.0,0.875249544451772,0.124750455548228,0.8644864773502322,Much Higher
294,0.13910651248302036,0.5017047336451765,0.17797239408680374,0.18121635978499928,4.0,-0.719251291941472,-0.29625874195559365,0.0,0.0,0.0,1.0,0.640811246128197,0.35918875387180305,0.5017047336451765,Lower
295,0.22405519271017574,0.4049052902962799,0.18469273519438034,0.18634678179916397,3.0,-0.3550142394343941,-0.2113333482273967,1.0,0.0,1.0,0.0,0.6289604830064557,0.3710395169935443,0.4049052902962799,Lower
296,0.8462007466972341,0.015108303551265896,0.07048833454877358,0.06820261520272648,2.0,1.3125910120111388,-2.1082949286437778,0.0,1.0,1.0,1.0,0.8613090502485,0.13869094975150006,0.8462007466972341,Much Higher
297,0.1895648382666128,0.42560253447054347,0.1907509359904136,0.19408169127243025,4.0,-0.6892821055556726,-0.9452322620703348,1.0,0.0,0.0,1.0,0.6151673727371563,0.38483262726284384,0.42560253447054347,Lower
298,0.3465448476132976,0.27137008583315847,0.19208453234373724,0.1900005342098067,4.0,0.4343670647097241,1.012595952755936,0.0,1.0,1.0,0.0,0.6179149334464561,0.3820850665535439,0.3465448476132976,Higher
299,0.17676598011869027,0.4546021899587036,0.18362436911052898,0.18500746081207706,3.0,-0.2987964965461083,0.5243274645750808,1.0,0.0,0.0,0.0,0.6313681700773939,0.368631829922606,0.4546021899587036,Lower
300,0.20697773185924637,0.4110328183630245,0.18876333929146355,0.19322611048626562,3.0,-0.9304399151290128,-1.9138730818024725,1.0,0.0,0.0,0.0,0.6180105502222709,0.3819894497777292,0.4110328183630245,Lower
301,0.04073323572453816,0.734478593303362,0.11167027178191996,0.11311789919018005,2.0,-0.5128668953987601,2.898287228352559,1.0,1.0,0.0,0.0,0.7752118290279001,0.22478817097210002,0.734478593303362,Lower
302,0.6747835157410149,0.06604108734713551,0.13207025703880743,0.12710513987304214,4.0,1.525823103193743,1.25303059336939,1.0,0.0,1.0,0.0,0.7408246030881505,0.25917539691184954,0.6747835157410149,Much Higher
303,0.01204364349407139,0.858295623661829,0.06293931305288922,0.06672141979121032,4.0,-2.323613264094052,-0.7647924588445143,1.0,0.0,1.0,0.0,0.8703392671559004,0.12966073284409954,0.858295623661829,Much Lower
304,0.8197626294715312,0.01943400522607416,0.08270904170979598,0.07809432359259862,4.0,2.286044239350478,1.4686140960160168,0.0,0.0,1.0,0.0,0.8391966346976054,0.16080336530239459,0.8197626294715312,Much Higher
305,0.8708946392426531,0.011164470061058071,0.05966836940293148,0.05827252129335736,4.0,0.9425607644759457,-3.8194111146133456,1.0,1.0,1.0,0.0,0.8820591093037111,0.11794089069628884,0.8708946392426531,Higher
306,0.004324581731711179,0.9078122012333305,0.04327996089567161,0.044583256139286605,3.0,-1.1813616930242763,4.608011748556595,1.0,1.0,0.0,1.0,0.9121367829650416,0.08786321703495822,0.9078122012333305,Much Lower
307,0.3988553212421606,0.2128540496770377,0.1944342349668965,0.19385639411390526,3.0,0.11851326792322467,-0.6063351664674155,1.0,0.0,0.0,1.0,0.6117093709191983,0.38829062908080175,0.3988553212421606,Higher
308,0.6898647670939427,0.062431156561805645,0.12535141252889745,0.12235266381535416,3.0,0.9641474538143296,-0.6767264135122898,1.0,0.0,1.0,0.0,0.7522959236557484,0.24770407634425162,0.6898647670939427,Higher
309,0.9600313068939008,0.0008587480801317198,0.020058349310605423,0.019051595715362007,4.0,2.050440902325201,-4.442729196896086,0.0,0.0,0.0,1.0,0.9608900549740326,0.03910994502596743,0.9600313068939008,Much Higher
310,0.025486555735103566,0.7774292471064539,0.09817190603803289,0.09891229112040964,3.0,-0.29917356728830724,4.41233288254895,0.0,0.0,0.0,0.0,0.8029158028415575,0.19708419715844253,0.7774292471064539,Lower
311,0.16373124300566477,0.4733527335721456,0.1821012259938581,0.18081479742833148,4.0,0.28229076470483305,2.577380860664169,1.0,0.0,1.0,0.0,0.6370839765778104,0.3629160234221896,0.16373124300566477,Higher
312,0.373055152496685,0.253771981009108,0.18705423325361067,0.18611863324059627,3.0,0.19966244738391392,0.03633000658690788,1.0,0.0,1.0,0.0,0.6268271335057931,0.37317286649420695,0.373055152496685,Higher
313,0.015932063379628467,0.8260359967737555,0.07725458024711471,0.08077735959950132,4.0,-1.7755292934029119,0.4978657664836541,1.0,0.0,0.0,1.0,0.841968060153384,0.158031939846616,0.8260359967737555,Much Lower
314,0.3517425007072435,0.2636464818089308,0.19227253786884071,0.192338479614985,3.0,-0.013653816007887898,-0.49725790429827593,1.0,0.0,0.0,0.0,0.6153889825161742,0.3846110174838257,0.2636464818089308,Lower
315,0.006665234077892775,0.8830821639323612,0.05497279633845234,0.05527980565129377,4.0,-0.22175792233021996,6.970846339005047,1.0,0.0,0.0,0.0,0.8897473980102539,0.11025260198974611,0.8830821639323612,Lower
316,0.02643949430201528,0.7836723842942106,0.09410761045927489,0.09578051094449908,5.0,-0.7016149995414723,3.0727529273296708,1.0,0.0,1.0,0.0,0.8101118785962259,0.18988812140377398,0.7836723842942106,Lower
317,0.06138319045220949,0.6635374099527895,0.1381787318493611,0.1369006677456399,2.0,0.3700096187804754,4.933413117503749,0.0,0.0,0.0,0.0,0.7249206004049991,0.275079399595001,0.06138319045220949,Higher
318,0.4619099726115224,0.18304915939589114,0.179177064704369,0.1758638032882175,3.0,0.74319928587666,0.9349208034478453,1.0,0.0,1.0,0.0,0.6449591320074135,0.3550408679925865,0.4619099726115224,Higher
319,0.8234313972295497,0.01765284506610127,0.07990271468680701,0.079013043017542,3.0,0.4458437213915639,-4.608488381180772,1.0,0.0,0.0,0.0,0.841084242295651,0.15891575770434901,0.8234313972295497,Higher
320,0.0010419212426995095,0.9561459714276237,0.02039881688610155,0.022413290443575228,3.0,-3.7499986513482857,-1.3342353312281152,1.0,0.0,0.0,0.0,0.9571878926703232,0.042812107329676774,0.9561459714276237,
321,0.22656616982545558,0.37792860572275294,0.19672791517518934,0.19877730927660225,5.0,-0.4126600854713789,-0.5226952632054631,1.0,0.0,0.0,1.0,0.6044947755482085,0.3955052244517916,0.37792860572275294,Lower
322,0.5635470931865331,0.11007551088519067,0.164519703139795,0.16185769278848122,3.0,0.6495530362754511,-0.4787943856697656,1.0,0.0,0.0,1.0,0.6736226040717237,0.3263773959282762,0.5635470931865331,Higher
323,0.03045952415396938,0.7474734450280709,0.11210768279785253,0.1099593480201072,4.0,0.7704540493521839,7.510652438991052,1.0,0.0,0.0,1.0,0.7779329691820402,0.22206703081795975,0.03045952415396938,Higher
324,0.5364253708052613,0.12946919613768026,0.16658898297050695,0.16751645008655155,3.0,-0.2210708176771206,-2.9463710179563263,1.0,0.0,1.0,1.0,0.6658945669429416,0.33410543305705853,0.12946919613768026,Lower
325,0.13939788992067695,0.5273991041506473,0.16594356933954732,0.16725943658912842,2.0,-0.3145000687122667,1.080854761084392,0.0,0.0,1.0,0.0,0.6667969940713242,0.33320300592867574,0.5273991041506473,Lower
326,0.5426157581009696,0.13511602043103493,0.1619256433789863,0.1603425780890091,3.0,0.39120118109139745,-0.9279378735842301,1.0,1.0,1.0,0.0,0.6777317785320045,0.3222682214679954,0.5426157581009696,Higher
327,0.7280222784665931,0.04395720771007454,0.11436451122946732,0.11365600259386514,2.0,0.2474502775689349,-3.618321189431242,0.0,0.0,1.0,1.0,0.7719794861766676,0.22802051382333247,0.7280222784665931,Higher
328,0.2804461319588521,0.3457747358395007,0.1861494640567599,0.18762966814488724,3.0,-0.3153727302086048,-0.6850875406139694,1.0,0.0,1.0,0.0,0.6262208677983527,0.37377913220164716,0.3457747358395007,Lower
329,0.9715197475320189,0.00048186693504868226,0.01453197800756642,0.013466407525366084,4.0,3.032315078571462,-2.2118948644021956,1.0,0.0,0.0,0.0,0.9720016144670676,0.027998385532932504,0.9715197475320189,
330,0.1794404035039684,0.4252804229708566,0.19864977496166936,0.1966293985635057,4.0,0.40704971528310485,2.666189249995851,1.0,0.0,0.0,1.0,0.604720826474825,0.39527917352517505,0.1794404035039684,Higher
331,0.0532962492780856,0.7049363312325956,0.1187152274325874,0.12305219205673135,3.0,-1.4287295099127015,-0.534825245385782,0.0,0.0,1.0,0.0,0.7582325805106812,0.24176741948931874,0.7049363312325956,Much Lower
332,0.6176651392294134,0.08836243480813213,0.14860307526397312,0.1453693506984815,4.0,0.8760507522505195,-0.23998053510080658,0.0,0.0,1.0,0.0,0.7060275740375455,0.29397242596245465,0.6176651392294134,Higher
333,0.042986887555702916,0.72657911302568,0.11286960751244975,0.11756439190616734,4.0,-1.6227234605371603,-0.7731999070843456,0.0,0.0,1.0,1.0,0.7695660005813829,0.23043399941861709,0.72657911302568,Much Lower
334,0.022298939472279913,0.7988075374461572,0.08821050274752873,0.09068302033403415,4.0,-1.1007476016353945,2.0868728335989655,1.0,0.0,0.0,0.0,0.8211064769184371,0.17889352308156287,0.7988075374461572,Much Lower
335,0.17200186535468048,0.45871597740067527,0.18341170468900128,0.185870452555643,4.0,-0.5302460101069456,-0.16298969728112167,1.0,0.0,0.0,0.0,0.6307178427553557,0.3692821572446443,0.45871597740067527,Lower
336,0.9456318990587339,0.0018102511775017508,0.027340481171208714,0.025217368592555675,4.0,3.218749288922748,0.5115409962994595,1.0,0.0,0.0,0.0,0.9474421502362357,0.05255784976376439,0.9456318990587339,
337,0.1147457424576017,0.5517023813215617,0.16696132774914305,0.16659054847169347,2.0,0.08852533204458796,2.754043759129299,1.0,1.0,0.0,1.0,0.6664481237791634,0.3335518762208365,0.1147457424576017,Higher
338,0.0016671547999205698,0.9447694456163361,0.026185701660980054,0.02737769792276337,3.0,-1.772530791274985,4.268210312284381,0.0,1.0,0.0,0.0,0.9464366004162567,0.053563399583743426,0.9447694456163361,Much Lower
339,0.6558763231985819,0.06921176185473761,0.1395746980608262,0.13533721688585415,3.0,1.227619947777923,0.4123056872654054,1.0,0.0,0.0,0.0,0.7250880850533196,0.2749119149466803,0.6558763231985819,Much Higher
340,0.9734708316780253,0.0004588315951878287,0.013284846487500876,0.01278549023928612,4.0,1.5255705191991504,-7.138452259796316,1.0,0.0,1.0,0.0,0.9739296632732131,0.026070336726786998,0.9734708316780253,Much Higher
341,0.09094141208211436,0.6082847722752767,0.15045343504610822,0.15032038059650069,4.0,0.03522935771610136,3.1017665528266107,1.0,0.0,1.0,0.0,0.699226184357391,0.3007738156426089,0.09094141208211436,Higher
342,0.5971744712792911,0.09571387077198286,0.1550541294117189,0.15205752853700705,3.0,0.7770727902398,-0.3796166477013607,1.0,0.0,0.0,0.0,0.692888342051274,0.30711165794872597,0.5971744712792911,Higher
343,0.034351514691058946,0.7586150947390528,0.10334025980910551,0.10369313076078279,3.0,-0.1357348146751174,4.430114075031675,0.0,0.0,1.0,0.0,0.7929666094301117,0.2070333905698883,0.7586150947390528,Lower
344,0.03677317038894085,0.7551460029947518,0.10389579094829848,0.10418503566800881,2.0,-0.11070034499522913,4.3963052120773645,1.0,0.0,1.0,0.0,0.7919191733836927,0.20808082661630728,0.7551460029947518,Lower
345,0.7983381879828567,0.024981490436710215,0.09007211302169427,0.08660820855873864,4.0,1.561524121010681,-0.42525094586169565,1.0,0.0,1.0,1.0,0.8233196784195669,0.1766803215804329,0.7983381879828567,Much Higher
346,0.17481003091794525,0.4652804164531325,0.18089068939722805,0.17901886323169422,3.0,0.41418214737550313,2.8715969537040396,1.0,1.0,1.0,1.0,0.6400904473710778,0.35990955262892227,0.17481003091794525,Higher
347,0.11702564423287591,0.5578366096587278,0.16206966641392137,0.16306807969447493,4.0,-0.24454548169937568,1.669186775953636,0.0,0.0,1.0,0.0,0.6748622538916037,0.3251377461083963,0.5578366096587278,Lower
348,0.7641510653851261,0.032927574714286784,0.1039426699862306,0.09897868991435656,4.0,1.948517170376126,1.3226080896502348,0.0,1.0,1.0,1.0,0.7970786400994129,0.20292135990058716,0.7641510653851261,Much Higher
349,0.06782790344962132,0.6683795401550177,0.13022470265875155,0.13356785373660948,4.0,-1.009327343932066,0.35127788556606343,1.0,0.0,1.0,0.0,0.736207443604639,0.26379255639536103,0.6683795401550177,Much Lower
350,0.07532213489185871,0.635459756697543,0.1424687522426117,0.14674935616798676,4.0,-1.1787632800831713,-0.4379288670406185,0.0,0.0,1.0,1.0,0.7107818915894016,0.2892181084105985,0.635459756697543,Much Lower
351,0.3031137533665251,0.2947219924611716,0.20288846184069162,0.19927579233161177,4.0,0.7154046674790852,2.2569161489935565,1.0,1.0,0.0,1.0,0.5978357458276966,0.4021642541723034,0.3031137533665251,Higher
352,0.2905513628688407,0.31844971413178524,0.19556010269137233,0.1954388203080018,4.0,0.024702305888845255,0.22362869783271813,1.0,0.0,0.0,0.0,0.609001077000626,0.3909989229993741,0.2905513628688407,Higher
353,0.4519881401726034,0.17393958869347803,0.18924809857062475,0.18482417256329386,4.0,0.9418633682691204,1.527788468685138,0.0,1.0,0.0,1.0,0.6259277288660814,0.3740722711339186,0.4519881401726034,Higher
354,0.913068741067754,0.00447763974264903,0.04262335494590272,0.03983026424369426,3.0,2.6987138325538167,0.3180941958082313,1.0,0.0,0.0,0.0,0.9175463808104031,0.08245361918959698,0.913068741067754,Much Higher
355,0.38944517219445013,0.23410809053639756,0.18911969013045035,0.18732704713870202,5.0,0.37923540225387675,0.4194763257786661,1.0,1.0,1.0,0.0,0.6235532627308477,0.37644673726915234,0.38944517219445013,Higher
356,0.9504387637411326,0.0017186094802374842,0.024515046021500245,0.023327580757129793,2.0,1.977017088151034,-3.5720979295196944,0.0,0.0,1.0,0.0,0.9521573732213701,0.047842626778630035,0.9504387637411326,Much Higher
357,0.09321289246563004,0.6071820438404394,0.1475337666904077,0.15207129700352284,3.0,-1.206198872354939,-0.9328772936862336,0.0,0.0,1.0,0.0,0.7003949363060694,0.2996050636939306,0.6071820438404394,Much Lower
358,0.749910886495155,0.03949576385815367,0.10670220462473716,0.10389114502195416,3.0,1.0630813933142893,-1.2097598659491384,1.0,0.0,1.0,0.0,0.7894066503533087,0.21059334964669132,0.749910886495155,Much Higher
359,0.5491177521459071,0.12025898060770616,0.1662303369413898,0.1643929303049968,3.0,0.44257987117475994,-0.9645881570117467,1.0,0.0,0.0,0.0,0.6693767327536132,0.3306232672463866,0.5491177521459071,Higher
360,0.5091960119398534,0.14100563603935787,0.17602090698562708,0.17377744503516168,4.0,0.5107662865161448,-0.3763069479935983,1.0,0.0,0.0,0.0,0.6502016479792113,0.3497983520207888,0.5091960119398534,Higher
361,0.12915652851867826,0.546309361700532,0.16126205575929414,0.16327205402149564,3.0,-0.4932376332640378,0.6813445491291161,1.0,0.0,1.0,0.0,0.6754658902192103,0.3245341097807898,0.546309361700532,Lower
362,0.9517549416526838,0.0014241732324418424,0.024286594330101087,0.02253429078477334,4.0,2.981864690821401,-0.6377424907987896,1.0,1.0,0.0,0.0,0.9531791148851256,0.04682088511487442,0.9517549416526838,Much Higher
363,0.406061115470078,0.2141368544698731,0.1907372185466508,0.18906481151339827,5.0,0.35067340485486165,0.12168985011035471,0.0,0.0,1.0,0.0,0.6201979699399511,0.3798020300600491,0.406061115470078,Higher
364,0.33523606600108613,0.2876342158094861,0.1899847756039463,0.18714494258548148,3.0,0.5996883005685913,1.688045737300284,1.0,0.0,1.0,0.0,0.6228702818105722,0.37712971818942775,0.33523606600108613,Higher
365,0.8335788100738778,0.0164135759685762,0.07591970158286775,0.07408791237467825,2.0,0.9725212524265305,-3.048175566351039,1.0,0.0,0.0,1.0,0.849992386042454,0.150007613957546,0.8335788100738778,Higher
366,0.15682927408585565,0.49221062946155325,0.17189620267808384,0.17906389377450715,4.0,-1.626661740284319,-3.4335176245324166,1.0,0.0,1.0,0.0,0.6490399035474089,0.35096009645259096,0.49221062946155325,Much Lower
367,0.34023648873824874,0.27716478087975893,0.1913025021044089,0.1912962282775835,3.0,0.0013058831614524147,-0.31821064427439794,1.0,0.0,1.0,0.0,0.6174012696180077,0.38259873038199244,0.34023648873824874,Higher
368,0.5474517904706087,0.11573584308745825,0.1692884244059655,0.16752394203596768,4.0,0.4172041188918451,-1.1017158611275606,0.0,1.0,0.0,1.0,0.6631876335580669,0.3368123664419332,0.5474517904706087,Higher
369,0.5851002464590002,0.09678905663713983,0.16089662387085063,0.15721407303300935,4.0,0.9219453936496737,0.1360458093573309,1.0,0.0,0.0,1.0,0.6818893030961399,0.31811069690385996,0.5851002464590002,Higher
370,0.9302976673651759,0.0033344998491621003,0.03406363714718012,0.03230419563848195,3.0,2.111710062666874,-2.0629074669394782,0.0,1.0,1.0,0.0,0.9336321672143381,0.06636783278566208,0.9302976673651759,Much Higher
371,0.13287469355690085,0.5399382549712121,0.16049478184625904,0.1666922696256282,3.0,-1.5086442394186825,-2.6477400581383166,1.0,0.0,1.0,0.0,0.6728129485281129,0.3271870514718872,0.5399382549712121,Much Lower
372,0.7858842219923314,0.025298594924802117,0.09653186644708804,0.09228531663577846,5.0,1.791361631356304,0.3585702404509731,0.0,0.0,0.0,0.0,0.8111828169171336,0.1888171830828665,0.7858842219923314,Much Higher
373,0.006295934614853182,0.8995778280933041,0.04535588149091156,0.04877035580093117,2.0,-2.890141308219542,-1.4931456683258584,0.0,0.0,1.0,0.0,0.9058737627081573,0.09412623729184273,0.8995778280933041,Much Lower
374,0.688833478245547,0.05270362054673101,0.13196529625692155,0.1264976049508005,3.0,1.684945622250941,1.3776863788024534,0.0,0.0,0.0,1.0,0.741537098792278,0.2584629012077221,0.688833478245547,Much Higher
375,0.17546397521957147,0.46536385600651764,0.17838122007017915,0.1807909487037317,4.0,-0.5343026117309712,-0.18474942734277067,1.0,0.0,1.0,0.0,0.6408278312260891,0.35917216877391084,0.46536385600651764,Lower
376,0.46658500868165087,0.17068070609525274,0.18279709804456457,0.17993718717853174,4.0,0.6278967137559102,0.4382064424053838,1.0,0.0,0.0,0.0,0.6372657147769036,0.3627342852230963,0.46658500868165087,Higher
377,0.0021529364005865807,0.936553016357784,0.030016303692652947,0.03127774354897654,3.0,-1.6391733889745221,4.281297832483222,0.0,0.0,1.0,1.0,0.9387059527583705,0.061294047241629485,0.936553016357784,Much Lower
378,0.21883323284796627,0.37686063149403093,0.2012818307235354,0.20302430493446733,5.0,-0.3432211448070406,-0.24918925607158382,0.0,0.0,0.0,1.0,0.5956938643419972,0.4043061356580027,0.37686063149403093,Lower
379,0.11056751512362453,0.5747182349564012,0.15327657619570562,0.16143767372426876,3.0,-2.0655934901995425,-4.051979408597116,0.0,0.0,1.0,0.0,0.6852857500800257,0.3147142499199744,0.5747182349564012,Much Lower
